symbol,date,close,high,low,open,volume,adjClose,adjHigh,adjLow,adjOpen,adjVolume,divCash,splitFactor
LMT,2018-06-04 00:00:00+00:00,318.17,319.25,316.22,317.11,857002,278.3860012508,279.3309579763,276.6798293854,277.458543724,857002,0.0,1.0
LMT,2018-06-05 00:00:00+00:00,320.02,321.24,317.49,318.11,873102,280.0046771232,281.0721282391,277.7910284978,278.333503655,873102,0.0,1.0
LMT,2018-06-06 00:00:00+00:00,319.91,321.88,318.51,320.77,1083413,279.9084315308,281.6321025949,278.6834876274,280.6608970715,1083413,0.0,1.0
LMT,2018-06-07 00:00:00+00:00,321.95,322.15,318.94,320.5,1088152,281.6933497901,281.8683417763,279.0597203977,280.4246578901,1088152,0.0,1.0
LMT,2018-06-08 00:00:00+00:00,322.31,322.6,318.1,321.73,1260300,282.0083353652,282.2620737452,278.3247540557,281.5008586053,1260300,0.0,1.0
LMT,2018-06-11 00:00:00+00:00,319.3,322.62,319.16,322.12,911066,279.3747059729,282.2795729439,279.2522115825,281.8420929784,911066,0.0,1.0
LMT,2018-06-12 00:00:00+00:00,315.16,320.03,311.25,319.63,1743065,275.7523718585,280.0134267225,272.3312785282,279.6634427501,1743065,0.0,1.0
LMT,2018-06-13 00:00:00+00:00,314.35,317.8,312.67,314.67,2014213,275.0436543144,278.0622660764,273.5737216303,275.3236414923,2014213,0.0,1.0
LMT,2018-06-14 00:00:00+00:00,310.59,315.8,310.01,314.54,1396183,271.7538049738,276.3123462143,271.2463282138,275.2098967013,1396183,0.0,1.0
LMT,2018-06-15 00:00:00+00:00,310.14,310.97,306.34,309.62,1786252,271.3600730048,272.0862897475,268.0352252669,270.9050938407,1786252,0.0,1.0
LMT,2018-06-18 00:00:00+00:00,309.52,310.0,306.0,307.38,1261144,270.8175978476,271.2375786145,267.7377388904,268.9451835952,1261144,0.0,1.0
LMT,2018-06-19 00:00:00+00:00,302.52,307.63,301.65,306.72,1821579,264.6928783305,269.163923578,263.9316631905,268.3677100407,1821579,0.0,1.0
LMT,2018-06-20 00:00:00+00:00,302.86,304.97,301.23,302.37,1620773,264.990364707,266.8365301615,263.5641800195,264.5616343408,1620773,0.0,1.0
LMT,2018-06-21 00:00:00+00:00,300.38,302.86,298.1,302.65,1517523,262.8204640781,264.990364707,260.8255554354,264.8066231215,1517523,0.0,1.0
LMT,2018-06-22 00:00:00+00:00,299.38,301.81,298.69,301.38,1405068,261.9455041471,264.0716567794,261.3417817947,263.6954240091,1405068,0.0,1.0
LMT,2018-06-25 00:00:00+00:00,298.77,303.33,296.07,297.35,1944807,261.4117785892,265.4015958746,259.0493867754,260.1693354871,1944807,0.0,1.0
LMT,2018-06-26 00:00:00+00:00,299.08,300.43,297.08,298.81,1670830,261.6830161678,262.8642120746,259.9330963058,261.4467769864,1670830,0.0,1.0
LMT,2018-06-27 00:00:00+00:00,294.78,302.12,294.54,299.39,1523449,257.9206884644,264.3428943581,257.710698081,261.9542537464,1523449,0.0,1.0
LMT,2018-06-28 00:00:00+00:00,295.24,296.71,291.52,295.0,1424362,258.3231700327,259.6093611313,255.0683190893,258.1131796492,1424362,0.0,1.0
LMT,2018-06-29 00:00:00+00:00,295.43,299.98,295.26,297.48,1267894,258.4894124196,262.4704801057,258.3406692313,260.2830802782,1267894,0.0,1.0
LMT,2018-07-02 00:00:00+00:00,299.12,299.3,292.32,294.17,977888,261.718014565,261.8755073526,255.7682870341,257.3869629065,977888,0.0,1.0
LMT,2018-07-03 00:00:00+00:00,299.46,302.59,298.62,300.0,650973,262.0155009416,264.7541255256,261.2805345995,262.4879793043,650973,0.0,1.0
LMT,2018-07-05 00:00:00+00:00,299.19,303.16,297.19,300.28,986293,261.7792617602,265.2528526863,260.0293418982,262.732968085,986293,0.0,1.0
LMT,2018-07-06 00:00:00+00:00,299.19,301.51,296.21,298.41,1123447,261.7792617602,263.8091688001,259.1718811658,261.096793014,1123447,0.0,1.0
